0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
88.2700,0.0346,165.2400,-0.0147,27.2800,-0.0084,72.1400,0.0249,34.7900,0.0090,39.4500,-0.0100,63.4200,0.0063,33.6100,0.0018,62.8400,-0.0027,14.2800,-0.0014,37.8300,-0.0029,105.2800,-0.0115,70.5200,-0.0059,60.9300,-0.0309,28.0900,0.0054,86.8700,-0.0152,11.2100,-0.0027,27.7900,0.0022,22.8500,-0.0057,39.9000,-0.0037,33.1000,-0.0012,4.5400,-0.0066,3.7400,-0.0132,72.0500,0.0007,69.9500,0.0029
87.6800,-0.0067,164.8000,-0.0027,27.6300,0.0128,74.7800,0.0366,35.5100,0.0207,40.5600,0.0281,61.3700,-0.0323,34.2100,0.0179,62.4400,-0.0064,14.1200,-0.0112,38.3400,0.0135,105.1000,-0.0017,71.4900,0.0138,62.7200,0.0294,28.1700,0.0028,87.2200,0.0040,11.2300,0.0018,28.2200,0.0155,23.5100,0.0289,40.4800,0.0145,33.4000,0.0091,4.5500,0.0022,3.8500,0.0294,72.2800,0.0032,70.4900,0.0077
87.9900,0.0035,174.7400,0.0603,27.1700,-0.0166,72.4400,-0.0313,35.2300,-0.0079,39.5900,-0.0239,61.0900,-0.0046,34.1700,-0.0012,62.1900,-0.0040,13.9900,-0.0092,38.1000,-0.0063,104.5000,-0.0057,70.1900,-0.0182,61.0500,-0.0266,27.9600,-0.0075,86.7000,-0.0060,11.1800,-0.0045,27.8800,-0.0120,22.8800,-0.0268,40.2600,-0.0054,32.9600,-0.0132,4.4400,-0.0242,3.6400,-0.0545,71.9900,-0.0040,69.6300,-0.0122
88.4100,0.0048,174.3870,-0.0020,27.5100,0.0125,74.7900,0.0324,35.3500,0.0034,40.5400,0.0240,61.2500,0.0026,34.7200,0.0161,61.9800,-0.0034,14.0900,0.0071,38.5100,0.0108,104.0200,-0.0046,71.0600,0.0124,64.7100,0.0600,28.5900,0.0225,87.0100,0.0036,11.2700,0.0081,27.9500,0.0025,23.4000,0.0227,40.2800,0.0005,33.1300,0.0052,4.4600,0.0045,3.8000,0.0440,72.1600,0.0024,70.7700,0.0164
88.6800,0.0031,184.4100,0.0575,27.3200,-0.0069,73.8300,-0.0128,35.4300,0.0023,39.9100,-0.0155,61.0600,-0.0031,34.4000,-0.0092,62.0600,0.0013,14.5600,0.0334,38.4000,-0.0029,104.2300,0.0020,70.4900,-0.0080,63.3300,-0.0213,28.5200,-0.0024,87.6000,0.0068,11.4700,0.0177,28.0000,0.0018,23.3900,-0.0004,39.9100,-0.0092,33.6100,0.0145,4.4700,0.0022,3.7300,-0.0184,72.0100,-0.0021,71.3100,0.0076
88.1700,-0.0058,181.9620,-0.0133,26.9600,-0.0132,73.8100,-0.0003,35.2700,-0.0045,40.3600,0.0113,61.4200,0.0059,34.0000,-0.0116,61.9500,-0.0018,15.1100,0.0378,38.0700,-0.0086,104.1800,-0.0005,70.3200,-0.0024,63.1400,-0.0030,28.4700,-0.0018,87.4400,-0.0018,11.6100,0.0122,28.0400,0.0014,23.1000,-0.0124,39.4200,-0.0123,33.5400,-0.0021,4.4200,-0.0112,3.8200,0.0241,72.2500,0.0033,71.2300,-0.0011
88.3600,0.0022,180.9700,-0.0055,26.8800,-0.0030,74.5900,0.0106,35.2700,0.0000,40.9000,0.0134,62.1100,0.0112,34.5300,0.0156,62.3000,0.0056,14.7500,-0.0238,39.1200,0.0276,105.1400,0.0092,70.7900,0.0067,62.7500,-0.0062,28.5700,0.0035,88.0100,0.0065,11.6400,0.0026,27.7600,-0.0100,23.3200,0.0095,39.4700,0.0013,33.6500,0.0033,4.5800,0.0362,3.9200,0.0262,72.1000,-0.0021,71.4800,0.0035
87.2100,-0.0130,177.8900,-0.0170,27.1400,0.0097,74.7500,0.0021,35.2300,-0.0011,40.4000,-0.0122,60.5400,-0.0253,34.3100,-0.0064,62.3600,0.0010,14.4600,-0.0197,38.6400,-0.0123,105.2900,0.0014,70.0300,-0.0107,61.7800,-0.0155,28.5300,-0.0014,87.5300,-0.0055,11.6500,0.0009,27.7500,-0.0004,23.2800,-0.0017,39.3300,-0.0035,34.0900,0.0131,4.5500,-0.0066,3.9200,0.0000,72.1800,0.0011,71.4000,-0.0011
86.9300,-0.0032,177.9500,0.0003,26.9900,-0.0055,74.5800,-0.0023,35.6000,0.0105,40.8300,0.0106,60.5100,-0.0005,34.6100,0.0087,62.7000,0.0055,14.2700,-0.0131,38.8900,0.0065,107.0300,0.0165,68.3100,-0.0246,62.6700,0.0144,28.5500,0.0007,87.2600,-0.0031,11.5500,-0.0086,27.6800,-0.0025,23.6300,0.0150,39.6000,0.0069,34.3100,0.0065,4.5800,0.0066,4.1000,0.0459,72.4900,0.0043,71.4000,0.0000
86.9400,0.0001,186.2690,0.0467,27.0000,0.0004,75.1000,0.0070,35.4200,-0.0051,41.4000,0.0140,62.3000,0.0296,34.9600,0.0101,62.7400,0.0006,14.6600,0.0273,38.8100,-0.0021,107.1800,0.0014,68.0400,-0.0040,63.3000,0.0101,28.6700,0.0042,87.0600,-0.0023,11.6100,0.0052,27.7500,0.0025,23.6300,0.0000,39.4700,-0.0033,33.9300,-0.0111,4.5500,-0.0066,3.9700,-0.0317,72.5500,0.0008,71.3900,-0.0001
86.9100,-0.0003,187.4000,0.0061,27.0600,0.0022,74.8800,-0.0029,35.2900,-0.0037,41.6000,0.0048,61.1700,-0.0181,35.3400,0.0109,62.4500,-0.0046,13.9900,-0.0457,38.6100,-0.0052,107.3500,0.0016,66.6600,-0.0203,63.5400,0.0038,27.7500,-0.0321,87.0800,0.0002,11.4700,-0.0121,26.5700,-0.0425,23.8300,0.0085,39.2100,-0.0066,33.9900,0.0018,4.5300,-0.0044,4.2000,0.0579,72.2000,-0.0048,70.8200,-0.0080
84.7100,-0.0253,189.5120,0.0113,27.2900,0.0085,74.4300,-0.0060,35.3600,0.0020,41.6000,0.0000,60.4000,-0.0126,34.6600,-0.0192,62.9600,0.0082,14.5000,0.0365,38.6350,0.0006,107.2100,-0.0013,67.9000,0.0186,63.1100,-0.0068,27.7600,0.0004,87.8700,0.0091,11.6000,0.0113,26.7200,0.0056,23.8700,0.0017,38.8400,-0.0094,33.9100,-0.0024,4.3700,-0.0353,4.1800,-0.0048,72.5000,0.0042,69.3000,-0.0215
85.8000,0.0129,196.4500,0.0366,27.7100,0.0154,75.0000,0.0077,35.6700,0.0088,42.2800,0.0163,61.1800,0.0129,35.7100,0.0303,63.9400,0.0156,14.2600,-0.0166,38.9950,0.0093,107.3500,0.0013,67.0400,-0.0127,63.6000,0.0078,27.6800,-0.0029,88.2300,0.0041,11.7000,0.0086,26.9600,0.0090,24.3200,0.0189,39.6600,0.0211,34.0800,0.0050,4.5000,0.0297,4.2900,0.0263,72.9000,0.0055,68.7600,-0.0078
84.5100,-0.0150,187.1200,-0.0475,27.5700,-0.0051,72.6400,-0.0315,35.4700,-0.0056,41.8800,-0.0095,60.2600,-0.0150,34.5700,-0.0319,64.1100,0.0027,13.3300,-0.0652,38.7700,-0.0058,106.5200,-0.0077,67.1300,0.0013,63.7100,0.0017,27.1000,-0.0210,87.7300,-0.0057,11.4300,-0.0231,27.0250,0.0024,23.4200,-0.0370,39.1800,-0.0121,33.8500,-0.0067,4.4400,-0.0133,4.2500,-0.0093,72.9400,0.0005,69.2100,0.0065
83.4300,-0.0128,187.1500,0.0002,27.4100,-0.0058,72.0900,-0.0076,35.4300,-0.0011,41.5400,-0.0081,57.6800,-0.0428,34.3800,-0.0055,64.0500,-0.0009,13.3700,0.0030,38.3400,-0.0111,105.4600,-0.0100,68.0000,0.0130,63.0300,-0.0107,26.5100,-0.0218,87.5600,-0.0019,11.4500,0.0017,26.8200,-0.0076,22.8300,-0.0252,38.7800,-0.0102,33.7700,-0.0024,4.3900,-0.0113,4.2400,-0.0024,72.5300,-0.0056,70.2600,0.0152
83.6100,0.0022,179.8600,-0.0390,27.3800,-0.0011,72.9500,0.0119,35.6800,0.0071,42.4500,0.0219,59.3200,0.0284,34.7100,0.0096,64.6000,0.0086,13.5700,0.0150,38.5500,0.0055,106.2700,0.0077,69.9700,0.0290,63.3100,0.0044,27.1100,0.0226,88.1200,0.0064,11.6000,0.0131,26.7700,-0.0019,23.5800,0.0329,39.4200,0.0165,33.8800,0.0033,4.4500,0.0137,4.2900,0.0118,72.7500,0.0030,70.4000,0.0020
82.1300,-0.0177,179.3200,-0.0030,26.8400,-0.0197,71.6000,-0.0185,35.1900,-0.0137,42.0900,-0.0085,56.9800,-0.0394,32.9400,-0.0510,63.1900,-0.0218,13.0200,-0.0405,38.1100,-0.0114,104.0100,-0.0213,69.5700,-0.0057,61.7800,-0.0242,26.3300,-0.0288,87.8800,-0.0027,11.3200,-0.0241,26.4900,-0.0105,22.0300,-0.0657,38.3200,-0.0279,33.3400,-0.0159,4.3200,-0.0292,4.2600,-0.0070,72.1900,-0.0077,70.4400,0.0006
81.7800,-0.0043,184.0900,0.0266,27.0300,0.0071,73.2400,0.0229,35.4900,0.0085,42.2500,0.0038,56.8400,-0.0025,32.8600,-0.0024,63.3100,0.0019,13.2600,0.0184,38.5900,0.0126,104.2000,0.0018,69.7500,0.0026,62.3300,0.0089,26.8300,0.0190,87.3000,-0.0066,11.4000,0.0071,26.9500,0.0174,22.4400,0.0186,38.3700,0.0013,33.7900,0.0135,4.3800,0.0139,4.1600,-0.0235,72.2700,0.0011,71.1100,0.0095
82.2300,0.0055,184.3200,0.0012,27.4100,0.0141,74.2500,0.0138,35.8500,0.0101,42.8900,0.0151,58.2000,0.0239,33.4200,0.0170,64.0100,0.0111,13.4100,0.0113,39.6000,0.0262,103.9000,-0.0029,70.3800,0.0090,63.9300,0.0257,27.4000,0.0212,88.3300,0.0118,11.8200,0.0368,27.5700,0.0230,22.9000,0.0205,38.6500,0.0073,34.0300,0.0071,4.3800,0.0000,4.0300,-0.0313,71.9400,-0.0046,71.6600,0.0077
82.3300,0.0012,188.0800,0.0204,27.3700,-0.0015,73.8000,-0.0061,35.9100,0.0017,42.7200,-0.0040,58.6200,0.0072,33.5000,0.0024,64.1400,0.0020,13.4300,0.0015,39.3100,-0.0073,103.8800,-0.0002,69.8000,-0.0082,64.1000,0.0027,27.1500,-0.0091,88.0000,-0.0037,11.7000,-0.0102,27.6400,0.0025,22.5500,-0.0153,38.9400,0.0075,33.9800,-0.0015,4.3900,0.0023,4.1400,0.0273,71.8700,-0.0010,70.7800,-0.0123
82.6500,0.0039,189.3700,0.0069,27.3900,0.0007,74.7800,0.0133,36.0100,0.0028,43.4500,0.0171,59.6900,0.0183,32.8900,-0.0182,64.6200,0.0075,13.6100,0.0134,39.8300,0.0132,103.5200,-0.0035,70.1400,0.0049,64.4700,0.0058,27.2100,0.0022,88.1700,0.0019,11.8200,0.0103,27.8100,0.0062,22.4300,-0.0053,39.2900,0.0090,34.0100,0.0009,4.3200,-0.0159,4.1400,0.0000,72.3600,0.0068,71.7400,0.0136
81.6400,-0.0122,181.2100,-0.0431,27.6900,0.0110,75.3300,0.0074,36.2300,0.0061,43.8700,0.0097,60.4400,0.0126,32.3700,-0.0158,65.4300,0.0125,13.9000,0.0213,40.4600,0.0158,104.4700,0.0092,70.9700,0.0118,64.8900,0.0065,27.0900,-0.0044,87.1000,-0.0121,12.0400,0.0186,28.2750,0.0167,22.6000,0.0076,39.8100,0.0132,34.2800,0.0079,4.3500,0.0069,4.1900,0.0121,73.5900,0.0170,73.2600,0.0212
82.4500,0.0099,181.7300,0.0029,28.0700,0.0137,76.4300,0.0146,36.6000,0.0102,45.0200,0.0262,60.7700,0.0055,32.5400,0.0053,65.5600,0.0020,14.0500,0.0108,41.4600,0.0247,105.2500,0.0075,71.6000,0.0089,65.8500,0.0148,27.5800,0.0181,87.8100,0.0082,12.1100,0.0058,28.5100,0.0083,22.7400,0.0062,40.0300,0.0055,33.8100,-0.0137,4.4000,0.0115,4.1700,-0.0048,73.8800,0.0039,73.7200,0.0063
81.8900,-0.0068,182.9400,0.0067,28.1200,0.0018,76.6700,0.0031,36.2900,-0.0085,45.4000,0.0084,62.5200,0.0288,32.7500,0.0065,65.5000,-0.0009,14.5700,0.0370,41.2900,-0.0041,104.8300,-0.0040,72.1300,0.0074,65.9200,0.0011,27.9100,0.0120,88.3600,0.0063,12.0500,-0.0050,28.5200,0.0004,22.9100,0.0075,39.8500,-0.0045,33.7400,-0.0021,4.4400,0.0091,4.1600,-0.0024,74.1700,0.0039,73.3800,-0.0046
81.6900,-0.0024,181.5600,-0.0075,28.2700,0.0053,76.4900,-0.0023,36.3900,0.0028,44.9500,-0.0099,62.1300,-0.0062,33.3400,0.0180,65.1600,-0.0052,14.8200,0.0172,41.5000,0.0051,103.8300,-0.0095,72.0800,-0.0007,65.9000,-0.0003,27.8800,-0.0011,88.7900,0.0049,12.0900,0.0033,28.5500,0.0011,23.2200,0.0135,39.4500,-0.0100,34.1500,0.0122,4.4500,0.0023,4.2000,0.0096,73.9400,-0.0031,73.3200,-0.0008
82.4000,0.0087,184.7000,0.0173,28.1900,-0.0028,77.0400,0.0072,36.6800,0.0080,45.4300,0.0107,63.6000,0.0237,33.5100,0.0051,65.3400,0.0028,14.9200,0.0067,41.5000,0.0000,102.8900,-0.0091,71.7900,-0.0040,65.7000,-0.0030,28.0000,0.0043,89.9900,0.0135,12.2600,0.0141,28.5800,0.0011,23.0300,-0.0082,39.2100,-0.0061,34.2300,0.0023,4.5800,0.0292,5.2400,0.2476,74.1600,0.0030,73.0300,-0.0040
82.8800,0.0058,180.4500,-0.0230,28.2500,0.0021,77.2200,0.0023,36.6000,-0.0022,45.9400,0.0112,63.7300,0.0020,33.7200,0.0063,65.4400,0.0015,15.1300,0.0141,41.4800,-0.0005,104.0400,0.0112,71.5600,-0.0032,65.7500,0.0008,28.3100,0.0111,90.5400,0.0061,12.3300,0.0057,28.4300,-0.0052,23.1000,0.0030,39.1200,-0.0023,34.4100,0.0053,4.6300,0.0109,5.4600,0.0420,74.1800,0.0003,72.9800,-0.0007
83.5900,0.0086,182.1100,0.0092,27.9400,-0.0110,77.7000,0.0062,36.7200,0.0033,46.1800,0.0052,64.0800,0.0055,34.0700,0.0104,65.1100,-0.0050,15.5000,0.0245,41.4000,-0.0019,104.7800,0.0071,70.6300,-0.0130,65.8300,0.0012,28.3700,0.0021,90.3700,-0.0019,12.3400,0.0008,28.2100,-0.0077,22.6700,-0.0186,38.8100,-0.0079,34.3400,-0.0020,4.5100,-0.0259,5.6200,0.0293,73.1000,-0.0146,73.6000,0.0085
83.2800,-0.0037,192.3600,0.0563,28.0200,0.0029,77.6200,-0.0010,36.6000,-0.0033,45.8700,-0.0067,63.3000,-0.0122,34.3700,0.0088,64.9900,-0.0018,15.9100,0.0265,41.5900,0.0046,104.9200,0.0013,70.9600,0.0047,65.0200,-0.0123,28.0700,-0.0106,92.3000,0.0214,12.4500,0.0089,28.4700,0.0092,22.7800,0.0049,39.0200,0.0054,34.2200,-0.0035,4.4800,-0.0067,5.2100,-0.0730,73.7500,0.0089,73.6500,0.0007
84.4000,0.0134,188.3700,-0.0207,28.1100,0.0032,77.3500,-0.0035,36.8600,0.0071,45.8800,0.0002,64.7700,0.0232,34.7600,0.0113,65.2300,0.0037,16.2500,0.0214,41.6200,0.0007,105.6700,0.0071,71.1100,0.0021,65.0200,0.0000,28.1600,0.0032,92.5400,0.0026,12.5500,0.0080,28.5250,0.0019,22.8000,0.0009,38.9200,-0.0026,34.0600,-0.0047,4.4400,-0.0089,4.7100,-0.0960,74.0100,0.0035,73.2200,-0.0058
83.6700,-0.0086,184.8500,-0.0187,28.0200,-0.0032,77.1500,-0.0026,36.4300,-0.0117,45.1700,-0.0155,64.0100,-0.0117,35.0700,0.0089,65.6400,0.0063,15.9800,-0.0166,41.3800,-0.0058,105.2500,-0.0040,69.9900,-0.0158,63.3400,-0.0258,28.2100,0.0018,92.7400,0.0022,12.3800,-0.0135,28.4100,-0.0040,23.5900,0.0346,38.7900,-0.0033,34.2200,0.0047,4.4900,0.0113,4.5000,-0.0446,74.4700,0.0062,72.5000,-0.0098
82.5000,-0.0140,185.5900,0.0040,28.0400,0.0007,76.8000,-0.0045,36.1500,-0.0077,44.8000,-0.0082,63.7500,-0.0041,34.9800,-0.0026,65.5100,-0.0020,16.2900,0.0194,41.0600,-0.0077,104.7100,-0.0051,69.6600,-0.0047,62.4400,-0.0142,28.0400,-0.0060,92.3600,-0.0041,12.5600,0.0145,28.3100,-0.0035,22.9900,-0.0254,38.5500,-0.0062,34.1300,-0.0026,4.5900,0.0223,4.3300,-0.0378,74.1200,-0.0047,72.2500,-0.0034
